Rank,Name,Total_net_worth,Last_change,YTD_change,Country,Industry
358,Guo Guangchang,4770000000.0,122000000.0,382000000.0,China,Finance
359,Hui Wing Mau,4760000000.0,-41700000.0,777000000.0,Hong Kong,Real Estate
360,Guenter Herz,4760000000.0,-18800000.0,170000000.0,Germany,Diversified
361,Daniela Herz,4760000000.0,6210000.0,170000000.0,Germany,Diversified
362,Charles Dolan,4750000000.0,21400000.0,326000000.0,United States,Media & Telecom
363,Axel Oberwelland,4750000000.0,-41400000.0,637000000.0,Germany,Food & Beverage
364,John Sall,4740000000.0,3640000.0,129000000.0,United States,Technology
365,Denis O'Brien,4740000000.0,-6540000.0,415000000.0,Ireland,Media & Telecom
366,Rich Devos,4740000000.0,-250000,119000000.0,United States,Consumer
367,Sam Zell,4710000000.0,+266000,83300000.0,United States,Real Estate
368,Reinhold Schmieding,4700000000.0,1990000.0,171000000.0,United States,Health Care
369,Tamara Hughes Gustavson,4690000000.0,-49200000.0,9770000.0,United States,Services
370,Yan Bin,4680000000.0,-3210000.0,261000000.0,Thailand,Food & Beverage
371,Jeff Skoll,4680000000.0,+479000,139000000.0,Canada,Technology
372,Jude Reyes,4670000000.0,-15200000.0,-1250000.0,United States,Consumer
373,Chris Reyes,4670000000.0,-15200000.0,-1250000.0,United States,Consumer
374,David Thomson,4660000000.0,8710000.0,11100000.0,Canada,Media & Telecom
375,Michael Herz,4650000000.0,-47700000.0,512000000.0,Germany,Consumer
376,Wolfgang Herz,4650000000.0,-47700000.0,512000000.0,Germany,Consumer
377,Jim Leprino,4630000000.0,-10500000.0,610000000.0,United States,Food & Beverage
378,Udo Tschira,4620000000.0,6020000.0,483000000.0,Germany,Technology
379,Harald Tschira,4620000000.0,6420000.0,483000000.0,Germany,Technology
380,Dennis Washington,4610000000.0,16500000.0,153000000.0,United States,Industrial
381,John Paul DeJoria,4600000000,3940000.0,91700000.0,United States,Consumer
382,Gwendolyn Sontheim Meyer,4600000000,41900000.0,221000000.0,United States,Commodities
383,Richard Li,4600000000,2380000.0,87900000.0,Hong Kong,Media & Telecom
384,Andy Bechtolsheim,4540000000.0,9130000.0,582000000.0,Germany,Technology
385,Joan Tisch,4500000000.0,-2660000.0,41200000.0,United States,Diversified
386,Vincent Bollore,4500000000.0,69300000.0,437000000.0,France,Diversified
387,Andrey Guryev,4490000000.0,106000000.0,556000000.0,Russian,Industrial
388,Naguib Sawiris,4480000000.0,16200000.0,215000000.0,Egypt,Media & Telecom
389,Alexander Abramov,4460000000.0,40400000.0,81200000.0,Russian,Industrial
390,Prakash Lohia,4460000000.0,42300000.0,220000000.0,Indonesia,Industrial
391,Whitney MacMillan,4430000000.0,111000000.0,52400000.0,United States,Commodities
392,Pauline MacMillan Keinath,4430000000.0,111000000.0,52400000.0,United States,Commodities
393,Lee Shin Cheng,4420000000.0,-28000000.0,-533000000.0,Malaysia,Commodities
394,Pansy Catilina Ho,4420000000.0,9680000.0,21500000.0,Hong Kong,Entertainment
395,Quek Leng Chan,4420000000.0,-25300000.0,408000000.0,Malaysia,Diversified
396,Peter Thomson,4390000000.0,9160000.0,11200000.0,Canada,Media & Telecom
397,Taylor Thomson,4390000000.0,-15800000.0,11200000.0,Canada,Media & Telecom
398,Jaime Gilinski Bacal,4380000000.0,22700000.0,264000000.0,Colombia,Finance
399,B Wayne Hughes,4370000000.0,-6740000.0,101000000.0,United States,Services
400,Laurence Graff,4330000000.0,21900000.0,274000000.0,United Kingdom,Consumer
401,Gopichand Hinduja,4330000000.0,-4770000.0,574000000.0,United Kingdom,Diversified
402,Prakash Hinduja,4330000000.0,-4770000.0,574000000.0,India,Diversified
403,Ashok Hinduja,4330000000.0,-4770000.0,574000000.0,India,Diversified
404,Srichand Hinduja,4330000000.0,-4770000.0,574000000.0,United Kingdom,Diversified
405,Samvel Karapetyan,4320000000.0,58900000.0,276000000.0,Russian,Real Estate
406,Wu Yajun,4310000000.0,-126000000.0,1040000.0,China,Real Estate
407,Walter Scott,4290000000.0,-314000,327000000.0,United States,Energy
408,Enrique Coppel Luken,4280000000.0000005,4800000.0,462000000.0,Mexico,Retail
409,Horst Paulmann,4269999999.9999995,-3330000.0,511000000.0,Chile,Retail
410,Frits Goldschmeding,4269999999.9999995,-82900000.0,251000000.0,Netherlands,Retail
411,Bill Koch,4240000000.0,0,119000000.0,United States,Diversified
412,Odd Reitan,4240000000.0,21200000.0,135000000.0,Norway,Food & Beverage
413,Ingrid Wu,4240000000.0,-94900000.0,919000000.0,United States,Technology
414,Simon Xie,4230000000.0000005,0,0,China,Technology
415,Juan Roig,4219999999.9999995,58200000.0,354000000.0,Spain,Food & Beverage
416,Wang Chuan-Fu,4210000000.0,-85500000.0,-11300000.0,China,Consumer
417,Haim Saban,4210000000.0,+861000,175000000.0,United States,Entertainment
418,Ronda Stryker,4200000000.0,-18400000.0,119000000.0,United States,Health Care
419,Anthoni Salim,4200000000.0,58000000.0,1160000.0,Indonesia,Diversified
420,Bob Kraft,4160000000.0,+18400,1370000.0,United States,Entertainment
421,Andre Hoffmann,4150000000.0000005,-7930000.0,416000000.0,Switzerland,Health Care
422,Liz Mohn,4150000000.0000005,-7270000.0,-453000000.0,Germany,Media & Telecom
423,Vera Michalski-Hoffmann,4139999999.9999995,9600000.0,394000000.0,Switzerland,Health Care
424,Maja Hoffmann,4139999999.9999995,9600000.0,394000000.0,Switzerland,Health Care
425,Peter-Alexander Wacker,4130000000.0,-51600000.0,52500000.0,Germany,Industrial
426,Anthony Chey,4130000000.0,79300000.0,536000000.0,Korea,Diversified
427,Niels Louis-Hansen,4110000000.0000005,-34900000.0,545000000.0,Denmark,Health Care
428,Willi Liebherr,4110000000.0000005,9590000.0,148000000.0,Germany,Industrial
429,Isolde Liebherr,4110000000.0000005,9590000.0,172000000.0,Germany,Industrial
430,Isaac Perlmutter,4080000000.0,-14500000.0,240000000.0,United States,Entertainment
431,Masatoshi Ito,4080000000.0,40300000.0,215000000.0,Japan,Retail
432,Juan Beckmann,4059999999.9999995,67000000.0,1730000.0,Mexico,Food & Beverage
433,Marc Benioff,4059999999.9999995,7320000.0,560000000.0,United States,Technology
434,Bruno Schroder,4050000000.0,7960000.0,138000000.0,United Kingdom,Finance
435,Olav Thon,4050000000.0,13800000.0,-356000000.0,Norway,Real Estate
436,Fredrik Lundberg,4030000000.0000005,6510000.0,307000000.0,Sweden,Real Estate
437,Edwin Leong,4019999999.9999995,0,0,Hong Kong,Real Estate
438,Edward Roski,4019999999.9999995,0,-23800000.0,United States,Real Estate
439,Mike Adenuga,4019999999.9999995,-940000,45300000.0,Nigeria,Media & Telecom
440,Ralph Dommermuth,4010000000.0,55500000.0,560000000.0,Germany,Technology
441,Ronald McAulay,4000000000.0,1620000.0,411000000.0,Hong Kong,Energy
442,Rodger Riney,4000000000.0,0,0,United States,Finance
443,Osman Kibar,4000000000.0,0,0,United States,Health Care
444,Barry Lam,3990000000.0,-110000000.0,373000000.0,Taiwan,Technology
445,Jerry Irving Speyer,3990000000.0,-25900000.0,360000000.0,United States,Real Estate
446,Issad Rebrab,3990000000.0,0,81800000.0,Algeria,Food & Beverage
447,K P Singh,3970000000.0,14000000.0,956000000.0,India,Real Estate
448,Frank Wang,3970000000.0,0,0,China,Technology
449,Shigenobu Nagamori,3950000000.0,19600000.0,351000000.0,Japan,Industrial
450,Ross Perot,3950000000.0,0,50000000.0,United States,Diversified
451,Sun Piaoyang,3940000000.0,-39500000.0,610000000.0,China,Health Care
452,Bill Goldring,3930000000.0,0,0,United States,Food & Beverage
453,John Catsimatidis,3910000000.0,13100000.0,-154000000.0,United States,Diversified
454,James Packer,3910000000.0,36500000.0,450000000.0,Australia,Entertainment
455,Stephen Bisciotti,3900000000.0,4090000.0,93700000.0,United States,Services
456,Red Emmerson,3900000000.0,0,0,United States,Industrial
457,Traudl Engelhorn-Vechiatto,3900000000.0,0,50000000.0,Switzerland,Diversified
458,Lim Kok Thay,3880000000.0,-17000000.0,138000000.0,Malaysia,Entertainment
459,Luo Jye,3880000000.0,-14200000.0,356000000.0,Taiwan,Consumer
460,Ted Lerner,3880000000.0,0,0,United States,Real Estate
461,Sumner Redstone,3870000000.0,-1870000.0,407000000.0,United States,Media & Telecom
462,Michael Otto,3860000000.0,8270000.0,-80600000.0,Germany,Retail
463,Jorge Moll,3850000000.0,25000000.0,75000000.0,Brazil,Health Care
464,Eddie Lampert,3830000000.0,31500000.0,73200000.0,United States,Finance
465,Hussain Sajwani,3820000000.0,-23800000.0,111000000.0,United Arab Emirates,Real Estate
466,Jerry Jones,3800000000.0,+314000,-4670000.0,United States,Entertainment
467,Sheldon Solow,3790000000.0,0,85000000.0,United States,Real Estate
468,Thomas Strungmann,3790000000.0,+90500,126000000.0,Germany,Health Care
469,Andreas Strungmann,3790000000.0,+91700,126000000.0,Germany,Health Care
470,Patrizio Bertelli,3790000000.0,92000000.0,532000000.0,Italy,Consumer
471,Samuel Yin,3780000000.0,-8930000.0,198000000.0,Taiwan,Diversified
472,Yuri Milner,3770000000.0,15900000.0,473000000.0,Russian,Technology
473,Pang Kang,3770000000.0,-72500000.0,572000000.0,China,Food & Beverage
474,Nancy Walton Laurie,3770000000.0,13200000.0,79900000.0,United States,Retail
475,Hans-Peter Wild,3760000000.0,0,251000000.0,Germany,Food & Beverage
476,Miuccia Prada,3760000000.0,91900000.0,507000000.0,Italy,Consumer
477,Aloysio Faria,3760000000.0,49900000.0,284000000.0,Brazil,Finance
478,Erman Ilicak,3740000000.0,0,25000000.0,Turkey,Industrial
479,Judy Faulkner,3730000000.0,-6000000.0,540000000.0,United States,Technology
480,David Murdock,3710000000.0,13900000.0,-82900000.0,United States,Food & Beverage
481,Igor Olenicoff,3700000000.0,0,0,United States,Real Estate
482,Stein Erik Hagen,3690000000.0,13400000.0,-235000000.0,Norway,Consumer
483,Saleh Kamel,3690000000.0,-8510000.0,20400000.0,Saudi Arabia,Diversified
484,Huang Rulun,3690000000.0,-6300000.0,-753000000.0,China,Real Estate
485,Pat Stryker,3680000000.0,-14500000.0,98700000.0,United States,Health Care
486,German Mota-Velasco,3680000000.0,157000000.0,529000000.0,Mexico,Commodities
487,Johan Johannson,3680000000.0,25100000.0,447000000.0,Norway,Retail
488,Helen Johnson-Leipold,3680000000.0,-2710000.0,318000000.0,United States,Consumer
489,Herbert Johnson III,3680000000.0,-2710000.0,318000000.0,United States,Consumer
490,Imogene Powers,3680000000.0,-2710000.0,318000000.0,United States,Consumer
491,Winnie Johnson,3680000000.0,-2710000.0,318000000.0,United States,Consumer
492,Curt Johnson III,3680000000.0,-2710000.0,318000000.0,United States,Consumer
493,Sergei Popov,3680000000.0,0,100000000.0,Russian,Diversified
494,Steve Bechtel,3670000000.0,56500000.0,-139000000.0,United States,Industrial
495,Samuel Lee,3670000000.0,-257000,2820000.0,Hong Kong,Real Estate
496,Antti Herlin,3660000000.0,-30200000.0,38000000.0,Finland,Industrial
497,Dan Friedkin,3660000000.0,29100000.0,379000000.0,United States,Retail
498,Izzy Englander,3660000000.0,-1310000.0,-40200000.0,United States,Finance
499,David Filo,3660000000.0,13400000.0,574000000.0,United States,Technology
500,Siegfried Meister,3650000000.0,33400000.0,181000000.0,Germany,Industrial
